,,,,,Old UoM,,,,,,,New UoM ,
1684,1,220,E,16-06-2023 09:00, Hours,0,2,38270,16-06-2023 04:11,16-06-2023 04:11,E,Hr,Hour
1685,1,220,E,16-06-2023 09:00, CELSIUS,23.7,160.3,38270,16-06-2023 04:11,16-06-2023 04:11,E,°C,deg Celsius
1686,1,220,E,16-06-2023 09:00,PF,0.99,6.93,38270,16-06-2023 04:11,16-06-2023 04:11,E,PF,Power Factor
1687,1,220,E,16-06-2023 09:00,Volts,423,3634,38270,16-06-2023 04:11,16-06-2023 04:11,E,V,Voltage
1688,1,220,E,16-06-2023 09:00,AMPS,13.3,110.8,38270,16-06-2023 04:11,16-06-2023 04:11,E,A,Ampere
1689,1,176,E,16-06-2023 08:00,PF,0,5.99,38258,16-06-2023 04:17,16-06-2023 04:17,E,PF,Power Factor
1690,1,176,E,16-06-2023 08:00,deg Celcius,46,321,38258,16-06-2023 04:17,16-06-2023 04:17,E,°C,deg Celsius
1691,1,176,E,16-06-2023 08:00,KVA,0,0,38258,16-06-2023 04:17,16-06-2023 04:17,E,Kva,Apparent Power
1692,1,176,E,16-06-2023 08:00,HRS,388.4,2715.1,38258,16-06-2023 04:17,16-06-2023 04:17,E,Hr,Hour
1693,1,176,E,16-06-2023 08:00,HZ,49.81,350.09,38258,16-06-2023 04:17,16-06-2023 04:17,E,Hz,Frequency
1694,1,176,E,16-06-2023 08:00,Volts,409,2919,38258,16-06-2023 04:17,16-06-2023 04:17,E,V,Voltage
1695,1,176,E,16-06-2023 08:00, Volts,0,0,38258,16-06-2023 04:17,16-06-2023 04:17,E,V,Voltage
1696,1,176,E,16-06-2023 08:00,Volts,409,3328,38258,16-06-2023 04:17,16-06-2023 04:17,E,V,Voltage
1697,1,176,E,16-06-2023 08:00,Deg Celcius,45,312,38258,16-06-2023 04:17,16-06-2023 04:17,E,°C,deg Celsius
1698,1,176,E,16-06-2023 08:00, Amp,0,0,38258,16-06-2023 04:17,16-06-2023 04:17,E,A,Ampere
1699,1,176,E,16-06-2023 08:00,KW,0,0,38258,16-06-2023 04:17,16-06-2023 04:17,E,KW,Real Power
1700,1,176,E,16-06-2023 08:00,KWH,0,3592,38258,16-06-2023 04:17,16-06-2023 04:17,E,Kwh,KWH
1701,1,176,E,16-06-2023 08:00, Amp,0,0,38258,16-06-2023 04:17,16-06-2023 04:17,E,A,Ampere
1702,1,176,E,16-06-2023 08:00,Volts440,410,2923,38258,16-06-2023 04:17,16-06-2023 04:17,E,V,Voltage
1703,1,176,E,16-06-2023 08:00,RPM,1499,10511,38258,16-06-2023 04:17,16-06-2023 04:17,E,rpm,Rotation Per minute
1704,1,176,E,16-06-2023 08:00,KPA,659.8,4606,38258,16-06-2023 04:17,16-06-2023 04:17,E,bar,Bar
1705,1,176,E,16-06-2023 08:00,HRs,388.4,429.04,38258,16-06-2023 04:17,16-06-2023 04:17,E,Hr,Hour
1706,1,176,E,16-06-2023 08:00,V,27.93,195.45,38258,16-06-2023 04:17,16-06-2023 04:17,E,V,Voltage
1707,1,176,E,16-06-2023 08:00, Percentage,0,0,38258,16-06-2023 04:17,16-06-2023 04:17,E,%,Percentage
1708,1,176,E,16-06-2023 08:00,deg celcius,40,2806.02,38258,16-06-2023 04:17,16-06-2023 04:17,E,°C,deg Celsius
1709,1,176,E,16-06-2023 08:00,FT,755,5495,38258,16-06-2023 04:17,16-06-2023 04:17,E,No,numbers
1710,1,175,E,16-06-2023 08:00,Volts,424,2967.4,38254,16-06-2023 04:20,16-06-2023 04:20,E,V,Voltage
1711,1,175,E,16-06-2023 08:00,Amps,6.3,852.2,38254,16-06-2023 04:20,16-06-2023 04:20,E,A,Ampere
1712,1,175,E,16-06-2023 08:00,Amps,181,1033.2,38254,16-06-2023 04:20,16-06-2023 04:20,E,A,Ampere
1719,1,175,E,16-06-2023 08:00,Volts,422,3389.4,38254,16-06-2023 04:20,16-06-2023 04:20,E,V,Voltage
1713,1,175,E,16-06-2023 08:00,Deg Celcius,28,226,38254,16-06-2023 04:20,16-06-2023 04:20,E,°C,deg Celsius
1714,1,175,E,16-06-2023 08:00,Amps,191,1043.2,38254,16-06-2023 04:20,16-06-2023 04:20,E,A,Ampere
1718,1,175,E,16-06-2023 08:00,PF,0.99,6.92,38254,16-06-2023 04:20,16-06-2023 04:20,E,PF,Power Factor
1715,1,175,E,16-06-2023 08:00,Deg Celcius,30,256,38254,16-06-2023 04:20,16-06-2023 04:20,E,°C,deg Celsius
1716,1,175,E,16-06-2023 08:00,No's,1,8.1,38254,16-06-2023 04:20,16-06-2023 04:20,E,Kwh,KWH
1720,1,175,E,16-06-2023 08:00,Amps,158,1010.2,38254,16-06-2023 04:20,16-06-2023 04:20,E,A,Ampere
1717,1,175,E,16-06-2023 08:00,Volts,426,3393.4,38254,16-06-2023 04:20,16-06-2023 04:20,E,V,Voltage
1721,1,175,E,16-06-2023 08:00,Watts,126,786,38254,16-06-2023 04:20,16-06-2023 04:20,E,Kw,Power
1722,1,175,E,16-06-2023 08:00,Volts,11.5,2978.9,38254,16-06-2023 04:20,16-06-2023 04:20,E,V,Voltage
1723,1,175,E,17-06-2023 08:00,Watts,96,882,38394,17-06-2023 02:49,17-06-2023 02:49,E,Kw,Power
1724,1,175,E,17-06-2023 08:00,Amps,5.4,857.6,38394,17-06-2023 02:49,17-06-2023 02:49,E,A,Ampere
1725,1,175,E,17-06-2023 08:00,Deg Celcius,28,254,38394,17-06-2023 02:49,17-06-2023 02:49,E,°C,deg Celsius
1726,1,175,E,17-06-2023 08:00,PF,0.99,7.91,38394,17-06-2023 02:49,17-06-2023 02:49,E,PF,Power Factor
1727,1,175,E,17-06-2023 08:00,Volts,414,3381.4,38394,17-06-2023 02:49,17-06-2023 02:49,E,V,Voltage
1728,1,175,E,17-06-2023 08:00,Amps,156,1013.6,38394,17-06-2023 02:49,17-06-2023 02:49,E,A,Ampere
1729,1,175,E,17-06-2023 08:00,Amps,119,976.6,38394,17-06-2023 02:49,17-06-2023 02:49,E,A,Ampere
1730,1,175,E,17-06-2023 08:00,No's,3,11.1,38394,17-06-2023 02:49,17-06-2023 02:49,E,Kwh,KWH
1731,1,175,E,17-06-2023 08:00,Amps,132,989.6,38394,17-06-2023 02:49,17-06-2023 02:49,E,A,Ampere
1732,1,175,E,17-06-2023 08:00,Volts,416,3797.4,38394,17-06-2023 02:49,17-06-2023 02:49,E,V,Voltage
1733,1,175,E,17-06-2023 08:00,Volts,412,3793.4,38394,17-06-2023 02:49,17-06-2023 02:49,E,V,Voltage
1734,1,175,E,17-06-2023 08:00,Volts,11.3,3392.7,38394,17-06-2023 02:49,17-06-2023 02:49,E,V,Voltage
1735,1,175,E,17-06-2023 08:00,Deg Celcius,34,288,38394,17-06-2023 02:49,17-06-2023 02:49,E,°C,deg Celsius
1736,1,176,E,17-06-2023 08:00,PF,1,6.99,38399,17-06-2023 02:52,17-06-2023 02:52,E,PF,Power Factor
1737,1,176,E,17-06-2023 08:00, Percentage,0,0,38399,17-06-2023 02:52,17-06-2023 02:52,E,%,Percentage
1738,1,176,E,17-06-2023 08:00,FT,750,6245,38399,17-06-2023 02:52,17-06-2023 02:52,E,No,numbers
1739,1,176,E,17-06-2023 08:00,HRs,7,436.04,38399,17-06-2023 02:52,17-06-2023 02:52,E,Hr,Hour
1740,1,176,E,17-06-2023 08:00,KPA,651.5,5257.5,38399,17-06-2023 02:52,17-06-2023 02:52,E,bar,Bar
1741,1,176,E,17-06-2023 08:00,RPM,1500,12011,38399,17-06-2023 02:52,17-06-2023 02:52,E,rpm,Rotation Per minute
1742,1,176,E,17-06-2023 08:00,Deg Celcius,46,358,38399,17-06-2023 02:52,17-06-2023 02:52,E,°C,deg Celsius
1743,1,176,E,17-06-2023 08:00,Volts,410,3329,38399,17-06-2023 02:52,17-06-2023 02:52,E,V,Voltage
1744,1,176,E,17-06-2023 08:00,HRS,388.5,3103.6,38399,17-06-2023 02:52,17-06-2023 02:52,E,Hr,Hour
1745,1,176,E,17-06-2023 08:00, Volts,0,0,38399,17-06-2023 02:52,17-06-2023 02:52,E,V,Voltage
1746,1,176,E,17-06-2023 08:00,deg Celcius,47,368,38399,17-06-2023 02:52,17-06-2023 02:52,E,°C,deg Celsius
1747,1,176,E,17-06-2023 08:00, Amp,0,0,38399,17-06-2023 02:52,17-06-2023 02:52,E,A,Ampere
1748,1,176,E,17-06-2023 08:00,KW,0,0,38399,17-06-2023 02:52,17-06-2023 02:52,E,KW,Real Power
1749,1,176,E,17-06-2023 08:00,Volts,410,3739,38399,17-06-2023 02:52,17-06-2023 02:52,E,V,Voltage
1750,1,176,E,17-06-2023 08:00,KWH,0,3592,38399,17-06-2023 02:52,17-06-2023 02:52,E,Kwh,KWH
1751,1,176,E,17-06-2023 08:00,KVA,0,0,38399,17-06-2023 02:52,17-06-2023 02:52,E,Kva,Apparent Power
1752,1,176,E,17-06-2023 08:00,HZ,50.1,400.19,38399,17-06-2023 02:52,17-06-2023 02:52,E,Hz,Frequency
1753,1,176,E,17-06-2023 08:00,Volts440,410,3333,38399,17-06-2023 02:52,17-06-2023 02:52,E,V,Voltage
1754,1,176,E,17-06-2023 08:00,deg celcius,40,2846.02,38399,17-06-2023 02:52,17-06-2023 02:52,E,°C,deg Celsius
1755,1,176,E,17-06-2023 08:00,V,27.93,223.38,38399,17-06-2023 02:52,17-06-2023 02:52,E,V,Voltage
1756,1,176,E,17-06-2023 08:00, Amp,0,0,38399,17-06-2023 02:52,17-06-2023 02:52,E,A,Ampere
1757,1,219,E,17-06-2023 09:00,VOLTS,409,3313,38408,17-06-2023 03:34,17-06-2023 03:34,E,V,Voltage
1758,1,219,E,17-06-2023 09:00,Volts,410,2993,38408,17-06-2023 03:34,17-06-2023 03:34,E,V,Voltage
1759,1,219,E,17-06-2023 09:00,Volts,412,3405,38408,17-06-2023 03:34,17-06-2023 03:34,E,V,Voltage
1760,1,219,E,17-06-2023 09:00,Volts,230,3223,38408,17-06-2023 03:34,17-06-2023 03:34,E,V,Voltage
1761,1,219,E,17-06-2023 09:00,Volts,231,3224,38408,17-06-2023 03:34,17-06-2023 03:34,E,V,Voltage
1762,1,219,E,17-06-2023 09:00,Volts,231,3224,38408,17-06-2023 03:34,17-06-2023 03:34,E,V,Voltage
1763,1,219,E,17-06-2023 09:00,AMPS,11.8,111.4,38408,17-06-2023 03:34,17-06-2023 03:34,E,A,Ampere
1764,1,219,E,17-06-2023 09:00,AMPS,9.8,121.2,38408,17-06-2023 03:34,17-06-2023 03:34,E,A,Ampere
1765,1,219,E,17-06-2023 09:00,AMPS,7.6,119,38408,17-06-2023 03:34,17-06-2023 03:34,E,A,Ampere
1766,1,219,E,17-06-2023 09:00,%,12,10931.1,38408,17-06-2023 03:34,17-06-2023 03:34,E,%,Percentage
1767,1,219,E,17-06-2023 09:00,HZ,50,400.3,38408,17-06-2023 03:34,17-06-2023 03:34,E,Hz,Frequency
1768,1,219,E,17-06-2023 09:00,PF,0.99,7.92,38408,17-06-2023 03:34,17-06-2023 03:34,E,PF,Power Factor
1769,1,219,E,17-06-2023 09:00, Volts,258.5,2081.9,38408,17-06-2023 03:34,17-06-2023 03:34,E,V,Voltage
1770,1,219,E,17-06-2023 09:00, Hours,0,2,38408,17-06-2023 03:34,17-06-2023 03:34,E,Hr,Hour
1771,1,219,E,17-06-2023 09:00, CELSIUS,22.9,183.2,38408,17-06-2023 03:34,17-06-2023 03:34,E,°C,deg Celsius
1772,1,220,E,17-06-2023 09:00,VOLTS,410,3322,38410,17-06-2023 03:36,17-06-2023 03:36,E,V,Voltage
1773,1,220,E,17-06-2023 09:00,Volts,415,3626,38410,17-06-2023 03:36,17-06-2023 03:36,E,V,Voltage
1774,1,220,E,17-06-2023 09:00,Volts,416,4042,38410,17-06-2023 03:36,17-06-2023 03:36,E,V,Voltage
1775,1,220,E,17-06-2023 09:00,Volts,231,3857,38410,17-06-2023 03:36,17-06-2023 03:36,E,V,Voltage
1776,1,220,E,17-06-2023 09:00,Volts,231,3857,38410,17-06-2023 03:36,17-06-2023 03:36,E,V,Voltage
1777,1,220,E,17-06-2023 09:00,AMPS,18.2,115.7,38410,17-06-2023 03:36,17-06-2023 03:36,E,A,Ampere
1778,1,220,E,17-06-2023 09:00,AMPS,13.7,129.4,38410,17-06-2023 03:36,17-06-2023 03:36,E,A,Ampere
1779,1,220,E,17-06-2023 09:00,AMPS,11.6,127.3,38410,17-06-2023 03:36,17-06-2023 03:36,E,A,Ampere
1780,1,220,E,17-06-2023 09:00,HZ,50.1,400.5,38410,17-06-2023 03:36,17-06-2023 03:36,E,Hz,Frequency
1781,1,220,E,17-06-2023 09:00,PF,0.99,7.92,38410,17-06-2023 03:36,17-06-2023 03:36,E,PF,Power Factor
1782,1,220,E,17-06-2023 09:00, Volts,272.4,2165.1,38410,17-06-2023 03:36,17-06-2023 03:36,E,V,Voltage
1783,1,220,E,17-06-2023 09:00, CELSIUS,22.9,183.2,38410,17-06-2023 03:36,17-06-2023 03:36,E,°C,deg Celsius
1784,1,220,E,17-06-2023 09:00,%,12,9732.5,38410,17-06-2023 03:36,17-06-2023 03:36,E,%,Percentage
1785,1,220,E,17-06-2023 09:00, Hours,0,2,38410,17-06-2023 03:36,17-06-2023 03:36,E,Hr,Hour
1786,1,220,E,17-06-2023 09:00,Volts,231,3857,38410,17-06-2023 03:36,17-06-2023 03:36,E,V,Voltage
1787,1,221,E,17-06-2023 09:00,VOLTS,411,3324,38409,17-06-2023 03:37,17-06-2023 03:37,E,V,Voltage
1788,1,221,E,17-06-2023 09:00,Volts,411,2858,38409,17-06-2023 03:37,17-06-2023 03:37,E,V,Voltage
1789,1,221,E,17-06-2023 09:00,Volts,414,3272,38409,17-06-2023 03:37,17-06-2023 03:37,E,V,Voltage
1790,1,221,E,17-06-2023 09:00,Volts,230,3088,38409,17-06-2023 03:37,17-06-2023 03:37,E,V,Voltage
1791,1,221,E,17-06-2023 09:00,Volts,231,3089,38409,17-06-2023 03:37,17-06-2023 03:37,E,V,Voltage
1792,1,221,E,17-06-2023 09:00,AMPS,2.2,13.4,38409,17-06-2023 03:37,17-06-2023 03:37,E,A,Ampere
1793,1,221,E,17-06-2023 09:00,AMPS,0,13.4,38409,17-06-2023 03:37,17-06-2023 03:37,E,A,Ampere
1794,1,221,E,17-06-2023 09:00,%,14,9631.4,38409,17-06-2023 03:37,17-06-2023 03:37,E,%,Percentage
1795,1,221,E,17-06-2023 09:00,HZ,50,400.3,38409,17-06-2023 03:37,17-06-2023 03:37,E,Hz,Frequency
1796,1,221,E,17-06-2023 09:00,PF,0.99,7.92,38409,17-06-2023 03:37,17-06-2023 03:37,E,PF,Power Factor
1797,1,221,E,17-06-2023 09:00, Hours,0,2,38409,17-06-2023 03:37,17-06-2023 03:37,E,Hr,Hour
1798,1,221,E,17-06-2023 09:00, CELSIUS,22.9,183.4,38409,17-06-2023 03:37,17-06-2023 03:37,E,°C,deg Celsius
1799,1,221,E,17-06-2023 09:00, Volts,339.9,2713.9,38409,17-06-2023 03:37,17-06-2023 03:37,E,V,Voltage
1800,1,221,E,17-06-2023 09:00,AMPS,0,13.4,38409,17-06-2023 03:37,17-06-2023 03:37,E,A,Ampere
1801,1,221,E,17-06-2023 09:00,Volts,230,3088,38409,17-06-2023 03:37,17-06-2023 03:37,E,V,Voltage
1802,1,219,E,18-06-2023 09:00,Volts,413,3406,38527,18-06-2023 03:44,18-06-2023 03:44,E,V,Voltage
1803,1,219,E,18-06-2023 09:00,Volts,410,3816,38527,18-06-2023 03:44,18-06-2023 03:44,E,V,Voltage
1804,1,219,E,18-06-2023 09:00,%,12,10943.1,38527,18-06-2023 03:44,18-06-2023 03:44,E,%,Percentage
1805,1,219,E,18-06-2023 09:00,AMPS,13,124.4,38527,18-06-2023 03:44,18-06-2023 03:44,E,A,Ampere
1806,1,219,E,18-06-2023 09:00,AMPS,18.3,142.7,38527,18-06-2023 03:44,18-06-2023 03:44,E,A,Ampere
1807,1,219,E,18-06-2023 09:00, CELSIUS,22.4,205.6,38527,18-06-2023 03:44,18-06-2023 03:44,E,°C,deg Celsius
1808,1,219,E,18-06-2023 09:00,Volts,231,3637,38527,18-06-2023 03:44,18-06-2023 03:44,E,V,Voltage
1809,1,219,E,18-06-2023 09:00,VOLTS,409,3722,38527,18-06-2023 03:44,18-06-2023 03:44,E,V,Voltage
1810,1,219,E,18-06-2023 09:00, Volts,258.5,2340.4,38527,18-06-2023 03:44,18-06-2023 03:44,E,V,Voltage
1811,1,219,E,18-06-2023 09:00,PF,0.99,8.91,38527,18-06-2023 03:44,18-06-2023 03:44,E,PF,Power Factor
1812,1,219,E,18-06-2023 09:00, Hours,0,2,38527,18-06-2023 03:44,18-06-2023 03:44,E,Hr,Hour
1813,1,219,E,18-06-2023 09:00,Volts,231,3637,38527,18-06-2023 03:44,18-06-2023 03:44,E,V,Voltage
1814,1,219,E,18-06-2023 09:00,Volts,230,3636,38527,18-06-2023 03:44,18-06-2023 03:44,E,V,Voltage
1815,1,219,E,18-06-2023 09:00,AMPS,10.2,134.6,38527,18-06-2023 03:44,18-06-2023 03:44,E,A,Ampere
1816,1,219,E,18-06-2023 09:00,HZ,50,450.3,38527,18-06-2023 03:44,18-06-2023 03:44,E,Hz,Frequency
1817,1,220,E,18-06-2023 09:00,Volts,230,3856,38529,18-06-2023 03:46,18-06-2023 03:46,E,V,Voltage
1818,1,220,E,18-06-2023 09:00,PF,0.99,8.91,38529,18-06-2023 03:46,18-06-2023 03:46,E,PF,Power Factor
1819,1,220,E,18-06-2023 09:00, Volts,272.4,2437.5,38529,18-06-2023 03:46,18-06-2023 03:46,E,V,Voltage
1820,1,220,E,18-06-2023 09:00,Volts,231,4087,38529,18-06-2023 03:46,18-06-2023 03:46,E,V,Voltage
1821,1,220,E,18-06-2023 09:00,Volts,231,4087,38529,18-06-2023 03:46,18-06-2023 03:46,E,V,Voltage
1822,1,220,E,18-06-2023 09:00,Volts,415,4271,38529,18-06-2023 03:46,18-06-2023 03:46,E,V,Voltage
1823,1,220,E,18-06-2023 09:00,Volts,412,4268,38529,18-06-2023 03:46,18-06-2023 03:46,E,V,Voltage
1824,1,220,E,18-06-2023 09:00,AMPS,11,126.7,38529,18-06-2023 03:46,18-06-2023 03:46,E,A,Ampere
1825,1,220,E,18-06-2023 09:00, Hours,0,2,38529,18-06-2023 03:46,18-06-2023 03:46,E,Hr,Hour
1826,1,220,E,18-06-2023 09:00, CELSIUS,22.4,205.6,38529,18-06-2023 03:46,18-06-2023 03:46,E,°C,deg Celsius
1827,1,220,E,18-06-2023 09:00,AMPS,6.6,133.3,38529,18-06-2023 03:46,18-06-2023 03:46,E,A,Ampere
1828,1,220,E,18-06-2023 09:00,%,12,9744.5,38529,18-06-2023 03:46,18-06-2023 03:46,E,%,Percentage
1829,1,220,E,18-06-2023 09:00,HZ,50,450.5,38529,18-06-2023 03:46,18-06-2023 03:46,E,Hz,Frequency
1830,1,220,E,18-06-2023 09:00,VOLTS,410,3732,38529,18-06-2023 03:46,18-06-2023 03:46,E,V,Voltage
1831,1,220,E,18-06-2023 09:00,AMPS,12.5,139.2,38529,18-06-2023 03:46,18-06-2023 03:46,E,A,Ampere
1832,1,221,E,18-06-2023 09:00,AMPS,2.2,15.6,38528,18-06-2023 03:47,18-06-2023 03:47,E,A,Ampere
1833,1,221,E,18-06-2023 09:00, CELSIUS,22.4,205.8,38528,18-06-2023 03:47,18-06-2023 03:47,E,°C,deg Celsius
1834,1,221,E,18-06-2023 09:00,AMPS,0,15.6,38528,18-06-2023 03:47,18-06-2023 03:47,E,A,Ampere
1835,1,221,E,18-06-2023 09:00,Volts,231,3089,38528,18-06-2023 03:47,18-06-2023 03:47,E,V,Voltage
1836,1,221,E,18-06-2023 09:00, Volts,340.1,3054,38528,18-06-2023 03:47,18-06-2023 03:47,E,V,Voltage
1837,1,221,E,18-06-2023 09:00,Volts,231,3320,38528,18-06-2023 03:47,18-06-2023 03:47,E,V,Voltage
1838,1,221,E,18-06-2023 09:00, Hours,0,2,38528,18-06-2023 03:47,18-06-2023 03:47,E,Hr,Hour
1839,1,221,E,18-06-2023 09:00,Volts,415,3504,38528,18-06-2023 03:47,18-06-2023 03:47,E,V,Voltage
1840,1,221,E,18-06-2023 09:00,Volts,230,3319,38528,18-06-2023 03:47,18-06-2023 03:47,E,V,Voltage
1841,1,221,E,18-06-2023 09:00,AMPS,0,15.6,38528,18-06-2023 03:47,18-06-2023 03:47,E,A,Ampere
1842,1,221,E,18-06-2023 09:00,PF,0.99,8.91,38528,18-06-2023 03:47,18-06-2023 03:47,E,PF,Power Factor
1843,1,221,E,18-06-2023 09:00,Volts,413,3502,38528,18-06-2023 03:47,18-06-2023 03:47,E,V,Voltage
1844,1,221,E,18-06-2023 09:00,VOLTS,412,3736,38528,18-06-2023 03:47,18-06-2023 03:47,E,V,Voltage
1845,1,221,E,18-06-2023 09:00,HZ,50,450.3,38528,18-06-2023 03:47,18-06-2023 03:47,E,Hz,Frequency
1846,1,221,E,18-06-2023 09:00,%,14,9645.4,38528,18-06-2023 03:47,18-06-2023 03:47,E,%,Percentage
1847,1,176,E,18-06-2023 08:00,KWH,7,3599,38525,18-06-2023 03:55,18-06-2023 03:55,E,Kwh,KWH
1848,1,176,E,18-06-2023 08:00,FT,725,6970,38525,18-06-2023 03:55,18-06-2023 03:55,E,No,numbers
1849,1,176,E,18-06-2023 08:00,Deg Celcius,53,411,38525,18-06-2023 03:55,18-06-2023 03:55,E,°C,deg Celsius
1850,1,176,E,18-06-2023 08:00,KW,0,0,38525,18-06-2023 03:55,18-06-2023 03:55,E,KW,Real Power
1851,1,176,E,18-06-2023 08:00, Volts,0,0,38525,18-06-2023 03:55,18-06-2023 03:55,E,V,Voltage
1852,1,176,E,18-06-2023 08:00,HRs,6.53,442.57,38525,18-06-2023 03:55,18-06-2023 03:55,E,Hr,Hour
1853,1,176,E,18-06-2023 08:00, Amp,0,0,38525,18-06-2023 03:55,18-06-2023 03:55,E,A,Ampere
1854,1,176,E,18-06-2023 08:00,deg Celcius,55,423,38525,18-06-2023 03:55,18-06-2023 03:55,E,°C,deg Celsius
1855,1,176,E,18-06-2023 08:00,RPM,1501,13512,38525,18-06-2023 03:55,18-06-2023 03:55,E,rpm,Rotation Per minute
1856,1,176,E,18-06-2023 08:00,deg celcius,47,2893.02,38525,18-06-2023 03:55,18-06-2023 03:55,E,°C,deg Celsius
1857,1,176,E,18-06-2023 08:00,HZ,50.01,450.2,38525,18-06-2023 03:55,18-06-2023 03:55,E,Hz,Frequency
1858,1,176,E,18-06-2023 08:00,KVA,0,0,38525,18-06-2023 03:55,18-06-2023 03:55,E,Kva,Apparent Power
1859,1,176,E,18-06-2023 08:00,PF,0.99,7.98,38525,18-06-2023 03:55,18-06-2023 03:55,E,PF,Power Factor
1860,1,176,E,18-06-2023 08:00,Volts440,415,3748,38525,18-06-2023 03:55,18-06-2023 03:55,E,V,Voltage
1861,1,176,E,18-06-2023 08:00,V,27.72,251.1,38525,18-06-2023 03:55,18-06-2023 03:55,E,V,Voltage
1862,1,176,E,18-06-2023 08:00, Percentage,0,0,38525,18-06-2023 03:55,18-06-2023 03:55,E,%,Percentage
1863,1,176,E,18-06-2023 08:00,Volts,416,3745,38525,18-06-2023 03:55,18-06-2023 03:55,E,V,Voltage
1864,1,176,E,18-06-2023 08:00,HRS,389.4,3493,38525,18-06-2023 03:55,18-06-2023 03:55,E,Hr,Hour
1865,1,176,E,18-06-2023 08:00, Amp,0,0,38525,18-06-2023 03:55,18-06-2023 03:55,E,A,Ampere
1866,1,176,E,18-06-2023 08:00,KPA,631.5,5889,38525,18-06-2023 03:55,18-06-2023 03:55,E,bar,Bar
1867,1,176,E,18-06-2023 08:00,Volts,416,4161,38525,18-06-2023 03:55,18-06-2023 03:55,E,V,Voltage
1868,1,219,E,19-06-2023 09:00, Volts,258.5,2598.9,38565,19-06-2023 03:55,19-06-2023 03:55,E,V,Voltage
1869,1,219,E,19-06-2023 09:00,PF,0.99,9.9,38565,19-06-2023 03:55,19-06-2023 03:55,E,PF,Power Factor
1870,1,219,E,19-06-2023 09:00,Volts,408,3814,38565,19-06-2023 03:55,19-06-2023 03:55,E,V,Voltage
1871,1,219,E,19-06-2023 09:00,Volts,411,4225,38565,19-06-2023 03:55,19-06-2023 03:55,E,V,Voltage
1872,1,219,E,19-06-2023 09:00,Volts,231,4045,38565,19-06-2023 03:55,19-06-2023 03:55,E,V,Voltage
1873,1,219,E,19-06-2023 09:00,AMPS,20.4,144.8,38565,19-06-2023 03:55,19-06-2023 03:55,E,A,Ampere
1874,1,219,E,19-06-2023 09:00,HZ,50,500.3,38565,19-06-2023 03:55,19-06-2023 03:55,E,Hz,Frequency
1875,1,219,E,19-06-2023 09:00,AMPS,18,162.8,38565,19-06-2023 03:55,19-06-2023 03:55,E,A,Ampere
1876,1,219,E,19-06-2023 09:00,VOLTS,405,4127,38565,19-06-2023 03:55,19-06-2023 03:55,E,V,Voltage
1877,1,219,E,19-06-2023 09:00,Volts,230,4044,38565,19-06-2023 03:55,19-06-2023 03:55,E,V,Voltage
1878,1,219,E,19-06-2023 09:00,%,15,10958.1,38565,19-06-2023 03:55,19-06-2023 03:55,E,%,Percentage
1879,1,219,E,19-06-2023 09:00, CELSIUS,22.4,228,38565,19-06-2023 03:55,19-06-2023 03:55,E,°C,deg Celsius
1880,1,219,E,19-06-2023 09:00,Volts,231,4045,38565,19-06-2023 03:55,19-06-2023 03:55,E,V,Voltage
1881,1,219,E,19-06-2023 09:00,AMPS,14.6,159.4,38565,19-06-2023 03:55,19-06-2023 03:55,E,A,Ampere
1882,1,219,E,19-06-2023 09:00, Hours,0,2,38565,19-06-2023 03:55,19-06-2023 03:55,E,Hr,Hour
1883,1,220,E,19-06-2023 09:00,Volts,230,4086,38566,19-06-2023 03:56,19-06-2023 03:56,E,V,Voltage
1887,1,220,E,19-06-2023 09:00,PF,0.99,9.9,38566,19-06-2023 03:56,19-06-2023 03:56,E,PF,Power Factor
1888,1,220,E,19-06-2023 09:00,Volts,231,4317,38566,19-06-2023 03:56,19-06-2023 03:56,E,V,Voltage
1889,1,220,E,19-06-2023 09:00,Volts,412,4498,38566,19-06-2023 03:56,19-06-2023 03:56,E,V,Voltage
1893,1,220,E,19-06-2023 09:00,Volts,231,4317,38566,19-06-2023 03:56,19-06-2023 03:56,E,V,Voltage
1895,1,220,E,19-06-2023 09:00,%,15,9759.5,38566,19-06-2023 03:56,19-06-2023 03:56,E,%,Percentage
1896,1,220,E,19-06-2023 09:00, CELSIUS,22.4,228,38566,19-06-2023 03:56,19-06-2023 03:56,E,°C,deg Celsius
1897,1,220,E,19-06-2023 09:00,HZ,50,500.5,38566,19-06-2023 03:56,19-06-2023 03:56,E,Hz,Frequency
1898,1,221,E,19-06-2023 09:00,HZ,50,500.3,38567,19-06-2023 03:58,19-06-2023 03:58,E,Hz,Frequency
1899,1,221,E,19-06-2023 09:00,AMPS,2.2,17.8,38567,19-06-2023 03:58,19-06-2023 03:58,E,A,Ampere
1900,1,221,E,19-06-2023 09:00,AMPS,0,17.8,38567,19-06-2023 03:58,19-06-2023 03:58,E,A,Ampere
1903,1,221,E,19-06-2023 09:00,VOLTS,408,4144,38567,19-06-2023 03:58,19-06-2023 03:58,E,V,Voltage
1906,1,221,E,19-06-2023 09:00,Volts,409,3728,38567,19-06-2023 03:58,19-06-2023 03:58,E,V,Voltage
1907,1,221,E,19-06-2023 09:00, CELSIUS,22.4,228.2,38567,19-06-2023 03:58,19-06-2023 03:58,E,°C,deg Celsius
1908,1,221,E,19-06-2023 09:00,%,14,9659.4,38567,19-06-2023 03:58,19-06-2023 03:58,E,%,Percentage
